film_id,title,director,year,country,genre,film_type,category,actors,alternate_titles
4ce2b6a6e45a7,L' avventura,Michelangelo Antonioni,1960,France::Italy,Drama,Film,Fiction,Gabriele Ferzetti::Monica Vitti::Lea Massari,The Adventure
4ce2b6a70ad29,The Cameraman,,1928,USA,Comedy::Romance,Film,Fiction,Buster Keaton::Marceline Day::Harry Gribbon,
4ce2b6a70cd80,CAMPANADAS A MEDIANOCHE,Orson Welles,1966,Switzerland::Spain,Period drama,Film,Fiction,Ralph Richardson::Ralph Holinshed::Orson Welles,FALSTAFF::FALSTAFF (CHIMES AT MIDNIGHT)::CHIMES AT MIDNIGHT::CHRONICLES
4ce2b6a712b88,A Canterbury Tale,Michael Powell::Emeric Pressburger,1944,United Kingdom,War,Film,Fiction,Eric Portman::Sheila Sim::Dennis Price,Canterbury Tales
4ce2b6a714943,Canyon Passage,,1946,USA,Western,Film,Fiction,Dana Andrews::Brian Donlevy::Susan Hayward,
4ce2b6a7241be,Les CARABINIERS,Jean-Luc Godard,1963,France::Italy,Drama,Film,Fiction,Marino Masè::Albert Juross::Geneviève Galéa,The SOLDIERS
4ce2b6a729105,The Caretaker,,1963,United Kingdom,Drama,Film,Fiction,Alan Bates::Donald Pleasence::Robert Shaw,The Guest
4ce2b6a732488,La CARROZZA D'ORO,,1952,France::Italy,Period drama,Film,Fiction,Orchestra Sinfonica di Roma::Anna Magnani::Odoardo Spadaro,Le CARROSSE D'OR::The GOLDEN COACH
4ce2b6a7416aa,CASQUE D'OR,Jacques Becker,1952,France,Crime::Historical drama,Film,Fiction,Simone Signoret::Serge Reggiani::Claude Dauphin,GOLDEN MARIE::MARIE::GOLDEN HELMET
4ce2b6a74931b,Cat People,Jacques Tourneur,1943,USA,Horror,Film,Fiction,Simone Simon::Kent Smith::Tom Conway,La Feline
4ce2b6a74fb36,CELA S'APPELLE L'AURORE,Luis Buñuel,1956,France::Italy,Drama,Film,Fiction,Georges Marchal::Lucia Bosè::Gianni Esposito,Gli AMANTI DI DOMANI::ESO SE LLAMA LA AURORA
4ce2b6a754af6,Once upon a Time in the West,Sergio Leone,1968,Italy::USA,Western,Film,Fiction,Claudia Cardinale::Henry Fonda::Jason Robards,C'era una volta il west
4ce2b6a754dd8,Le Cercle rouge,Jean-Pierre Melville,1970,France::Italy,Crime,Film,Fiction,Alain Delon::Bourvil::Gian Maria Volonté,The Red Circle
4ce2b6a7588c7,CESTA DUGA GODINU DANA,Giuseppe De Santis,1958,Yugoslavia,,Film,Fiction,Silvana Pampanini::Eleonora Rossi Drago::Bert Sotlar,La ROUTE D'UNE ANNEE::The ROAD A YEAR LONG::Una STRADA LUNGA UN ANNO::The ONE YEAR LONG ROAD
4ce2b6a7632ec,The Chapman Report,,1962,USA,Drama,Film,Fiction,Shelley Winters::Jane Fonda::Claire Bloom,
4ce2b6a765ec1,Charley Varrick,Don Siegel,1973,USA,Crime::Thriller,Film,Fiction,Walter Matthau::Joe Don Baker::Felicia Farr,
4ce2b6a76bf31,Le Charme discret de la bourgeoisie,Luis Buñuel,1972,Spain::France::Italy,Comedy,Film,Fiction,Fernando Rey::Paul Frankeur::Delphine Seyrig,The Discreet Charm of the Bourgeoisie::Il fascino discreto della borghesia
4ce2b6a76d983,CHARULATA,Satyajit Ray,1964,India,,Film,Fiction,Soumitra Chatterjee::Madhabi Mukherjee::Sailen Mukherjee,BROKEN NEST::The LONELY WIFE::The LONELY WOMAN
4ce2b6a776274,The Chelsea Girls,Andy Warhol,1966,USA,Documentary,Film,Non Fiction,Ondine::Ingrid Superstar::Eric Emerson,
4ce2b6a77fbf5,Cheyenne Autumn,,1964,USA,Western,Film,Fiction,Richard Widmark::Carroll Baker::Karl Malden,
4ce2b6a785eda,The Crucified Lovers,Kenji Mizoguchi,1954,Japan,Romance::Drama,Film,Fiction,Kazuo Hasegawa::Kyôko Kagawa::Yoko Minamida,Chikamatsu Monogatari::A Story from Chikamatsu
4ce2b6a78a11b,All about Eve,Joseph L. Mankiewicz,1950,USA,,Film,Fiction,Bette Davis::Anne Baxter::George Sanders,
4ce2b6a78d5ab,Chinatown,Roman Polanski,1974,USA,Film noir,Film,Fiction,Jack Nicholson::Faye Dunaway::John Hillerman,
4ce2b6a791d34,Les Choses de la vie,,1970,France::Italy,Drama,Film,Fiction,Michel Piccoli::Romy Schneider::Gérard Lartigau,The Things of Life
4ce2b6a796154,CHRONIK DER ANNA MAGDALENA BACH,Jean-Marie Straub,1968,Italy::Federal Republic of Germany,Biopic,Film,Fiction,Concentus Musicus::Schola Cantorum Basiliensis::Hanover Boys' Choir,CRONACA DI ANNA MAGDALENA BACH::CHRONICLE OF ANNA MAGDALENA BACH::ANNA MAGDELENA BACH
4ce2b6a79642e,Chronicle of a Summer,Jean Rouch::Edgar Morin,1961,France,Documentary,Film,Non Fiction,Marceline Loridan::Marilù Parolini::Angelo Borgien,CHRONIQUE D'UN ÉTÉ (PARIS 1960)::SUMMER CHRONICLE
4ce2b6a798cfe,CHUSHINGURA,Hiroshi Inagaki,1962,Japan,Crime::Drama,Film,Fiction,Toshiro Mifune::Koshiro Matsumoto,The VENDETTA OF THE 47 LOYAL RONIN::FORTY-SEVEN RONIN::LOYAL FORTY-SEVEN RONIN
4ce2b6a7992e4,La Chute de la maison Usher,Jean Epstein,1928,France,Horror::Fantasy,Film,Fiction,Marguerite Abel Gance::Jean Debucourt::Charles Lamy,The Fall of the House of Usher::El Hundimiento de la casa Usher
4ce2b6a79a4ae,Le Ciel est a vous,Jean Grémillon,1943,France,Drama,Film,Fiction,Madeleine Renaud::Charles Vanel::Jean Debucourt,
4ce2b6a7a801b,Citizen Kane,Orson Welles,1941,USA,Drama,Film,Fiction,Joseph Cotten::Dorothy Comingore::Agnes Moorehead,
4ce2b6a7afe76,Clash by Night,Fritz Lang,1952,USA,Film noir,Film,Fiction,Barbara Stanwyck::Paul Douglas::Robert Ryan,
4ce2b6a7b2be8,Cléo from 5 to 7,Agnès Varda,1962,France::Italy,Drama,Film,Fiction,Corinne Marchand::Antoine Bourseiller::Dominique Davray,Cléo de 5 à 7::Cléo Between 5 and 7
4ce2b6a7b69f6,A Clockwork Orange,Stanley Kubrick,1971,United Kingdom::USA,Crime::Science Fiction,Film,Fiction,Malcolm McDowell::Patrick Magee::Michael Bates,
4ce2b6a7bab4b,Cluny Brown,Ernst Lubitsch,1946,USA,Comedy,Film,Fiction,Charles Boyer::Jennifer Jones::Peter Lawford,
4ce2b6a7c19f4,COEUR FIDELE,,1923,France,Drama,Film,Fiction,Gina Manès::Marie Epstein::Léon Mathot,The FAITHFUL HEART::CUOR D'ORO E MUSCOLI D'ACCIAIO
4ce2b6a7c319e,La COLLECTIONNEUSE,Eric Rohmer,1966,France,Drama,Film,Fiction,Patrick Bauchau::Haydée Politoff::Daniel Pommereulle,The COLLECTOR
4ce2b6a7c6652,Colorado Territory,,1949,USA,Western,Film,Fiction,Joel McCrea::Virginia Mayo::Dorothy Malone,
4ce2b6a7da289,A Man Escaped,,1956,France,Drama,Film,Fiction,François Leterrier::Charles Le Clainche::Maurice Beerblock,"Un Condamné à Mort s'est Echappé ou le Vent Souffle ou il Veut::Le Vent souffle où il veut::Gestapo... Lyon, 1943::Un Condamné à mort s'est échappé"
4ce2b6a7e0681,The Conformist,Bernardo Bertolucci,1970,France::Italy::Federal Republic of Germany,Drama,Film,Fiction,Jean-Louis Trintignant::Stefania Sandrelli::Gastone Moschin,Il conformista
4ce2b6a7ea9b8,The Conversation,Francis Ford Coppola,1974,USA,Thriller::Drama,Film,Fiction,Gene Hackman::John Cazale::Allen Garfield,Conversation Secrete
4ce2b6a7ec74d,Cool Hand Luke,,1967,USA,,Film,Fiction,Paul Newman::George Kennedy::J.D. Cannon,
4ce2b6a7ef0f5,Cops,,1922,USA,Police drama::Comedy,Film,Fiction,Buster Keaton::Virginia Fox::Joe Roberts,
4ce2b6a7efa09,La COQUILLE ET LE CLERGYMAN,Germaine Dulac,1928,France,Artists' Moving Image,Film,Fiction,Alex Allin::Génica Athanasiou::Lucien Bataille,The SEASHELL AND THE CLERGYMAN: A DREAM::Die MUSCHEL UND DER KLERIKER::The SEASHELL AND THE CLERGYMAN
4ce2b6a7f029d,Le CORBEAU,Henri-Georges Clouzot,1943,France,Drama,Film,Fiction,Pierre Fresnay::Ginette Leclerc::Micheline Francey,LAURA::MALADIE CONTAGIEUSE
4ce2b6a81dd72,Le Crime de M. Lange,Jean Renoir,1935,France,Crime,Film,Fiction,René Lefèvre::Jules Berry::Odette Florelle,Sur la cour::The Crime of Monsieur Lange::Le Crime de Monsieur Lange::L' Ascension de Monsieur Lange
4ce2b6a82d284,Cronaca di un amore,Michelangelo Antonioni,1950,Italy,Drama,Film,Fiction,Massimo Girotti::Lucia Bosè::Gino Rossi,Paula::Story of a Love Affair::Chronicle of a Love::Chronicle of a Love Affair
4ce2b6a82d53d,CRONACA FAMILIARE,Valerio Zurlini,1962,Italy,Drama,Film,Fiction,Marcello Mastroianni::Jacques Perrin::Valeria Ciangottini,FAMILY DIARY
4ce2b6a83acc4,"CSILLAGOSOK, KATONÁK",Miklós Jancsó,1967,Hungary::USSR,War,Film,Fiction,József Madaras::András Kozák::Tibor Molnár,ZVEZDI I SOLDATI::The RED AND THE WHITE::The INTERNATIONALISTS::UNDER RED STARS::SOLDIERS WITH THE STAR
4ce2b6a83e56d,Cul-de-sac,Roman Polanski,1966,United Kingdom,Drama,Film,Fiction,Donald Pleasence::Françoise Dorléac::Lionel Stander,Katelbach Is Coming::Katelbach
4ce2b6a84d80e,Dama s sobachkoy,Iosif Heifitz,1960,USSR,Romance,Film,Fiction,Iya Savina::Alexei Batalov::Ala Chostakova,The Lady with the Dog::The Lady with a Dog::The Lady with a Little Dog::The Lady with the Little Dog
4ce2b6a84f363,Dames,Ray Enright,1934,USA,Comedy::Musical,Film,Fiction,Joan Blondell::Dick Powell::Ruby Keeler,
4ce2b6a84f93b,Les DAMES DU BOIS DE BOULOGNE,Robert Bresson,1945,France,Drama,Film,Fiction,Paul Bernard::Maria Casarès::Élina Labourdette,The LADIES OF THE BOIS DE BOULOGNE
4ce2b6a853728,Daisy Kenyon,Otto Preminger,1947,USA,Drama,Film,Fiction,Joan Crawford::Dana Andrews::Henry Fonda,
4ce2b6a87e6a8,David and Lisa,,1962,USA,Romance::Drama,Film,Fiction,Keir Dullea::Janet Margolin::Howard Da Silva,
4ce2b6a880126,David Holzman's Diary,,1968,USA,Comedy::Drama,Film,Fiction,L.M. Kit Carson::Eileen Dietz::Louise Levine,
4ce2b6a898b53,La DÉCADE PRODIGIEUSE,,1971,France::Italy,Thriller,Film,Fiction,Orson Welles::Marlène Jobert::Anthony Perkins,Der ZEHNTE TAG::DIECI INCREDIBILI GIORNI::TEN DAYS WONDER
4ce2b6a89abef,Decision before Dawn,,1951,USA,War,Film,Fiction,Richard Basehart::Gary Merrill::Oskar Werner,
4ce2b6a89cf25,Deep End,Jerzy Skolimowski,1970,United Kingdom::Federal Republic of Germany,Drama,Film,Fiction,Jane Asher::John Moulder-Brown::Karl-Michael Vogler,Starting Out
4ce2b6a8a022a,Le DÉJEUNER SUR L'HERBE,Jean Renoir,1959,France,Medical drama::Comedy,Film,Fiction,Paul Meurisse::Catherine Rouvel::Fernand Sardou,LUNCH ON THE GRASS::PICNIC ON THE GRASS
4ce2b6a8a39d2,Deliverance,,1972,USA,Thriller,Film,Fiction,Jon Voight::Burt Reynolds::Ned Beatty,
4ce2b6a8a4e7d,DÉMANTY NOCI,,1964,Czechoslovakia,Drama,Film,Fiction,Ladislav Jansky::Antonin Kumbera::Ilse Bischofová,DIAMONDS OF THE NIGHT
4ce2b6a8a630e,Les DEMOISELLES DE ROCHEFORT,,1967,France,Musical,Film,Fiction,Catherine Deneuve::Françoise Dorléac::George Chakiris,The YOUNG GIRLS OF ROCHEFORT::The YOUNG LADIES OF ROCHEFORT
4ce2b6a8a74c7,DENEN NI SHISU,Shuji Terayama,1974,Japan,Drama,Film,Fiction,Shuji Terayama::Kantaro Suga::Hiroyuki Takano,PASTORAL HIDE-AND-SEEK
4ce2b6a8a8c20,Le DÉPART,,1966,Belgium,Drama,Film,Fiction,Jean-Pierre Léaud::Catherine Duport::Jacqueline Bir,Departure
4ce2b6a8ac25c,Dersu Uzala,Akira Kurosawa,1975,Japan::USSR,Drama,Film,Fiction,Maksim Munzuk::Yuri Solomin::M. Bichkov,
4ce2b6a8b1185,Red Desert,Michelangelo Antonioni,1964,France::Italy,Drama,Film,Fiction,Monica Vitti::Richard Harris::Carlo Chionetti,Il deserto rosso::Le désert rouge
4ce2b6a8bda02,Detour,Edgar G. Ulmer,1945,USA,Film noir::Crime::Thriller,Film,Fiction,Tom Neal::Ann Savage::Claudia Drake,
4ce2b6a8be619,DEUS E O DIABO NA TERRA DO SOL,Glauber Rocha,1964,Brazil,Drama,Film,Fiction,Geraldo del Rey::Yona Magalhães::Othon Bastos,"Le DIEU NOIR ET LE DIABLE BLOND::BLACK GOD, WHITE DEVIL::DIOS Y EL DIABLO EN LA TIERRA DEL SOL"
4ce2b6a8beee9,DEUX ANGLAISES ET LE CONTINENT,François Truffaut,1971,France,Romance::Drama,Film,Fiction,François Truffaut::Jean-Pierre Léaud::Kika Markham,ANNE AND MURIEL::TWO ENGLISH GIRLS
4ce2b6a8bf7a8,Le Deuxième souffle,Jean-Pierre Melville,1966,France,Action and Adventure,Film,Fiction,Lino Ventura::Paul Meurisse::Raymond Pellegrin,The Second Breath
4ce2b6a8c44ec,The Devil Rides Out,Terence Fisher,1968,United Kingdom::USA,Horror,Film,Fiction,Christopher Lee::Charles Gray::Nike Arrighi,The Devil's Bride
4ce2b6a8c47c2,The Devils,Ken Russell,1972,United Kingdom::USA,Drama,Film,Fiction,Vanessa Redgrave::Oliver Reed::Dudley Sutton,
4ce2b6a8cf6a9,DIABOLIK,Mario Bava,1967,France::Italy,Crime,Film,Fiction,John Phillip Law::Marisa Mell::Michel Piccoli,DANGER: DIABOLIK
4ce2b6a8cfcb3,Les Diaboliques,Henri-Georges Clouzot,1955,France,Drama,Film,Fiction,Simone Signoret::Véra Clouzot::Paul Meurisse,Le Diabolique::The Fiends
4ce2b6a8dc8f9,DILLINGER È MORTO,,1968,Italy,Crime,Film,Fiction,Michel Piccoli::Anita Pallenberg::Annie Girardot,DILLINGER IS DEAD
4ce2b6a8dce9c,Les DIMANCHES DE VILLE D'AVRAY,Serge Bourguignon,1962,France,Drama,Film,Fiction,Hardy Kruger::Nicole Courcel::Patricia Gozzi,SUNDAYS AND CYBELE::CYBELE::CYBELE OU LES DIMANCHES DE VILLE D'AVRAY
4ce2b6a8e0bfe,Dirty Harry,Don Siegel,1971,USA,Police drama,Film,Fiction,Clint Eastwood::Harry Guardino::Reni Santoni,Dead Right
4ce2b6a8e3bc2,Dishonored,Josef von Sternberg,1931,USA,War,Film,Fiction,Marlene Dietrich::Victor McLaglen::Gustav von Seyffertitz,Dishonoured::X.27
4ce2b6a8e5c06,Distant Drums,,1951,USA,Western,Film,Fiction,Gary Cooper::Mari Aldon::Richard Webb,
4ce2b6a8eb7d4,Divorce Italian Style,Pietro Germi,1961,Italy,Comedy,Film,Fiction,Marcello Mastroianni::Daniella Rocca::Stefania Sandrelli,Divorzio all'italiana::Scheidung auf italienisch::Divorce - Italian Style
4ce2b6a9029c2,Dr. Jekyll and Mr. Hyde,,1931,USA,Horror::Science Fiction::Period drama,Film,Fiction,Fredric March::Miriam Hopkins::Rose Hobart,
4ce2b6a906793,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,1964,United Kingdom::USA,Comedy::Science Fiction,Film,Fiction,Peter Sellers::George C. Scott::Sterling Hayden,Dr. Strangelove::How I Learned to Stop Worrying and Love the Bomb
4ce2b6a9082ab,Doctor Zhivago,,1965,Italy::Liechtenstein::USA,Romance::Drama,Film,Fiction,Geraldine Chaplin::Julie Christie::Tom Courtenay,
4ce2b6a90859f,DODES'KA-DEN,,1970,Japan,Drama,Film,Fiction,Yoshitaka Zushi::Kin Sugai::Kazou Kato,DODESUKADEN::DODESKADEN
4ce2b6a909d23,Dog Day Afternoon,,1975,USA,Police drama::Crime,Film,Fiction,Al Pacino::Penelope Allen::Sully Boyar,
4ce2b6a90aec4,Dog Star Man,Stan Brakhage,1964,USA,Artists' Moving Image,Film,Fiction,Stan Brakhage,Prelude: Dog Star Man
4ce2b6a90d39d,La dolce vita,Federico Fellini,1960,France::Italy,Drama,Film,Fiction,Marcello Mastroianni::Anita Ekberg::Anouk Aimée,The Sweet Life::La Douceur de vivre
4ce2b6a91da80,"""Don't Look Now""",Nicolas Roeg,1973,United Kingdom::Italy,Horror::Fantasy::Thriller,Film,Fiction,Julie Christie::Donald Sutherland::Hilary Mason,A Venezia... Un dicembre rosso shocking
4ce2b6a926e5b,Double Indemnity,Billy Wilder,1944,USA,Film noir::Crime,Film,Fiction,Fred MacMurray::Barbara Stanwyck::Edward G. Robinson,
4ce2b6a92af32,Le DOULOS,Jean-Pierre Melville,1963,France,Film noir,Film,Fiction,Jean-Paul Belmondo::Serge Reggiani::Jean Desailly,The FINGER MAN
4ce2b6a9308a8,Dracula,Terence Fisher,1958,United Kingdom,Horror,Film,Fiction,Peter Cushing::Michael Gough::Melissa Stribling,Horror of Dracula
4ce2b6a931741,O DRAGÃO DA MALDADE CONTRA O SANTO GUERREIRO,,1969,Brazil,,Film,Fiction,Maurício do Valle::Odete Lara::Othon Bastos,ANTHONY OF THE DEATH::ANTONIO-DAS-MORTES::ANTONIO DAS MORTES
4ce2b6a941c10,Dry Rot,,1956,United Kingdom,Comedy,Film,Fiction,Ronald Shiner::Brian Rix::Sidney James,
4ce2b6a943938,Duck Soup,Leo McCarey,1933,USA,Comedy,Film,Fiction,The Marx Brothers::Groucho Marx::Harpo Marx,
4ce2b6a944e0a,Duel,,1971,USA,Thriller,Television,Fiction,Dennis Weaver::Jacqueline Scott::Eddie Firestone,
4ce2b6a94e509,Du Rififi chez les hommes,,1955,France::Federal Republic of Germany,Crime,Film,Fiction,Jean Servais::Carl Möhner::Robert Manuel,Du Rififi chez des hommes::Rififi::Rififi and the Women
4ce2b6a95ae0f,East of Eden,Elia Kazan,1955,USA,Drama,Film,Fiction,Julie Harris::James Dean::Raymond Massey,John Steinbeck's East of Eden
4ce2b6a95e369,Easy Rider,Dennis Hopper,1969,USA,Road movie,Film,Fiction,Peter Fonda::Dennis Hopper::Luana Anders,Mardi Gras
4ce2b6a9624ac,L' eclisse,Michelangelo Antonioni,1962,France::Italy,Drama,Film,Fiction,Alain Delon::Monica Vitti::Francisco Rabal,The Eclipse
4ce2b6a964824,EDIPO RE,Pier Paolo Pasolini,1967,Italy,Drama,Film,Fiction,Franco Citti::Silvana Mangano::Carmelo Bene,OEDIPUS REX
4ce2b6a9650c6,Édouard et Caroline,Jacques Becker,1951,France,Comedy,Film,Fiction,Daniel Gélin::Anne Vernon::Jacques François,Edward and Caroline
4ce2b6a96caa6,EL,Luis Buñuel,1953,Mexico,Drama,Film,Fiction,Arturo De Córdova::Delia Garcés::Aurora Walker,HE::THIS STRANGE PASSION
4ce2b6a96dc31,El Dorado,,1966,USA,Western,Film,Fiction,John Wayne::Robert Mitchum::James Caan,El Dorado
4ce2b6a973431,Die Gezeichneten,Carl Th. Dreyer,1921,Germany,Drama,Film,Fiction,Polina Piekovska::Vladimir Gaidarov::Thorleif Reiss,Love One Another::Elsker Hverandre::The Marked Ones
4ce2b6a9745ce,ELVIRA MADIGAN,,1967,Sweden,Drama,Film,Fiction,Pia Degermark::Thommy Berggren::Lennart Malmer,
4ce2b6a9781a2,Emitaï,,1971,France::Senegal,Drama,Film,Fiction,Robert Fontaine::Michel Remaudeau::Pierre Blanchard,The Thundergod
4ce2b6a979028,Emperor of the North,Robert Aldrich,1973,USA,Action and Adventure::Drama,Film,Fiction,Lee Marvin::Ernest Borgnine::Keith Carradine,The Emperor of the North Pole
4ce2b6a9833a2,L' Enfant sauvage,,1969,France,Drama,Film,Fiction,Jean-Pierre Cargol::Françoise Seigner::François Truffaut,The Wild Child::The Wild Boy
4ce2b6a989752,ENSAYO DE UN CRIMEN,Luis Buñuel,1955,Mexico,Drama,Film,Fiction,Miroslava::Ernesto Alonso::Rita Macedo,ESTASI DI UN DELITTO::The CRIMINAL LIFE OF ARCHIBALDO DE LA CRUZ::ARCHIBALDO DE LA CRUZ
4ce2b6a98bb7e,Enter the Dragon,Robert Clouse,1973,Hong Kong::USA,Martial arts,Film,Fiction,Bruce Lee Siu-lung::John Saxon::Jim Kelly,Longzheng Hudou
4ce2b6a991cdc,EROICA,Andrzej Munk,1958,Poland,War,Film,Fiction,Barbara Polomska::Edward Dziewonski::Leon Niemczyk,EROICA. SYMFONIA BOHATERSKA W DWOCH CZESCIACH
4ce2b6a991fd3,EROS + GYAKUSTATSU,Yoshishige Yoshida,1969,Japan,Drama,Film,Fiction,Toshiyuki Hosokawa::Mariko Okada::Yuko Kusunoki,EROS AND MASSACRE::EROS PLUS SLAUGHTER
4ce2b6a992f80,The Errand Boy,,1961,USA,Comedy,Film,Fiction,Jerry Lewis::Brian Donlevy::Howard McNear,
4ce2b6a99de5f,El espíritu de la colmena,Víctor Erice,1973,Spain,Drama,Film,Fiction,Fernando Fernán Gómez::Teresa Gimpera::Ana Torrent,The Spirit of the Beehive::The Spirit of the Bee-hive
4ce2b6a99e1b2,Essene,,1972,USA,Documentary,Film,Non Fiction,,
4ce2b6a9a615f,EUROPA '51,Roberto Rossellini,1952,Italy,Drama,Film,Fiction,Ingrid Bergman::Alexander Knox::Ettore Giannini,The GREATEST LOVE::EUROPE '51
4ce2b6a9b7390,The Exorcist,William Friedkin,1973,USA,Horror,Film,Fiction,Ellen Burstyn::Max von Sydow::Lee J. Cobb,
4ce2b6a9c2177,Faces,John Cassavetes,1968,USA,Drama,Film,Fiction,John Marley::Gena Rowlands::Lynn Carlin,
4ce2b6a9c90ee,Falbalas,Jacques Becker,1945,France,Drama,Film,Fiction,Micheline Presle::Raymond Rouleau::Gabrielle Dorziat,Paris Frills
4ce2b6a9cb124,The Fallen Idol,,1948,United Kingdom,Thriller,Film,Fiction,Michèle Morgan::Ralph Richardson::Sonia Dresdel,The Lost Illusion
4ce2b6a9d3c38,Fängelse,Ingmar Bergman,1949,Sweden,Drama,Film,Fiction,Doris Svedlund::Birger Malmsten::Eva Henning,Prison::The Devil's Wanton
4ce2b6a9d6841,FANTOMAS,Louis Feuillade,1913,France,,Film,Fiction,René Navarre::Georges Melchior::Renée Carl,FANTOMAS CONTRE FANTOMAS::Le MORT QUI TUE
4ce2b6a9d6f74,Le FANTÔME DE LA LIBERTÉ,,1974,France,Artists' Moving Image,Film,Fiction,Adriana Asti::Julien Bertheau::Jean-Claude Brialy,The PHANTOM OF LIBERTY
4ce2b6a9d7522,Faraon,,1965,Poland,Historical drama,Film,Fiction,Jerzy Zelnik::Barbara Brylska::Krystyna Mikolajewska,Pharaoh
4ce2b6a9e4a16,Fat City,John Huston,1972,USA,Drama,Film,Fiction,Stacy Keach::Jeff Bridges::Susan Tyrrell,
4ce2b6a9eb3ab,FAUST  EINE DEUTSCHE VOLKSSAGE,,1926,Germany,Fantasy::Period drama,Film,Fiction,Gösta Ekman::Emil Jannings::Camilla Horn,FAUST::FAUST  A GERMAN POPULAR LEGEND
4ce2b6a9ec262,Faustrecht der Freheit,Rainer Werner Fassbinder,1975,Federal Republic of Germany,Drama,Film,Fiction,Peter Chatel::Rainer Werner Fassbinder::Karlheinz Böhm,Fox and His Friends::Fox::Might Makes Right
4ce2b6a9f365e,Fellini-Satyricon,Federico Fellini,1969,France::Italy,Fantasy::Period drama,Film,Fiction,Martin Potter::Hiram Keller::Max Born,
4ce2b6aa01fc8,Une FEMME DOUCE,Robert Bresson,1969,France,Drama,Film,Fiction,Dominique Sanda::Guy Frangin::Jane Lobre,GENTLE CREATURE
4ce2b6aa02bb7,Une FEMME EST UNE FEMME,Jean-Luc Godard,1961,France::Italy,Drama,Film,Fiction,Jean-Claude Brialy::Anna Karina::Jean-Paul Belmondo,A WOMAN IS A WOMAN::La DONNA È DONNA
4ce2b6aa09e48,I FIDANZATI,Ermanno Olmi,1963,Italy,Drama,Film,Fiction,Carlo Cabrini::Anna Canzi,The FIANCEES::The ENGAGEMENT
4ce2b6aa3733f,Five Easy Pieces,,1970,USA,Drama,Film,Fiction,Jack Nicholson::Karen Black::Billy 'Green' Bush,
4ce2b6aa4049b,Flaming Creatures,Jack Smith,1963,USA,Artists' Moving Image,Film,Fiction,Francis Francine::Sheila Bick::Joel Markman,
4ce2b6aa63d5a,Foolish Wives,Erich von Stroheim,1922,USA,Comedy,Film,Fiction,Rudolph Christians::Miss Du Pont::Maude George,Folies De Femmes
4ce2b6aa6f4f1,Foreign Correspondent,Alfred Hitchcock,1940,USA,Thriller::War,Film,Fiction,Joel McCrea::Laraine Day::Herbert Marshall,
4ce2b6aa79614,Fort Apache,John Ford,1948,USA,Western,Film,Fiction,John Wayne::Henry Fonda::Shirley Temple,War Party
4ce2b6aa852fc,The Killing,Stanley Kubrick,1956,USA,Film noir::Crime::Thriller::Drama,Film,Fiction,Sterling Hayden::Coleen Gray::Vince Edwards,Day of Violence::Bed of Fear::Clean Break
4ce2b6aa8619c,The Fountainhead,King Vidor,1948,USA,Drama,Film,Fiction,Gary Cooper::Raymond Massey::Patricia Neal,Le Rebelle
4ce2b6aa89774,The Four Horsemen of the Apocalypse,Rex Ingram,1920,USA,War,Film,Fiction,Rudolph Valentino::Alice Terry::Pomeroy Cannon,
4ce2b6aa93659,FRANCESCO GIULLARE DI DIO,Roberto Rossellini,1950,Italy,,Film,Fiction,Gianfranco Bellini::Lee Kresel::Aldo Fabrizi,"FRANCIS, GOD'S FOOL::The ADVENTURES OF ST. FRANCIS OF ASSISI::FRANCIS, GOD'S JESTER::The FLOWERS OF ST. FRANCIS"
