film_id,title_raw,title_searchable,director_raw,director_searchable,year,country,genre,film_type,category,actors_raw,actors_searchable,alternate_titles_raw,alternate_titles_searchable
4ce2b6a50ee74,The Big Country,the big country,William Wyler,william wyler,1958,USA,Western | Romance | Drama,Film,Fiction,Gregory Peck | Jean Simmons | Carroll Baker,gregory peck | jean simmons | carroll baker,,
4ce2b6a513c02,A Bigger Splash,a bigger splash,Jack Hazan,jack hazan,1974,United Kingdom,Documentary,Film,Non Fiction,David Hockney | Peter Schlesinger | Celia Birtwell,david hockney | peter schlesinger | celia birtwell,,
4ce2b6a5147c4,Bigger than Life,bigger than life,Nicholas Ray,nicholas ray,1956,USA,Drama,Film,Fiction,James Mason | Barbara Rush | Walter Matthau,james mason | barbara rush | walter matthau,Ten Feet Tall | One in a Million,ten feet tall | one in a million
4ce2b6a516edb,The Big Heat,the big heat,Fritz Lang,fritz lang,1953,USA,Thriller,Film,Fiction,Glenn Ford | Gloria Grahame | Jocelyn Brando,glenn ford | gloria grahame | jocelyn brando,,
4ce2b6a51ea66,The Big Parade,the big parade,King Vidor,king vidor,1925,USA,War,Film,Fiction,John Gilbert | Renée Adorée | Hobart Bosworth,john gilbert | renee adoree | hobart bosworth,,
4ce2b6a52249e,The Big Sleep,the big sleep,Howard Hawks,howard hawks,1946,USA,Film noir | Thriller,Film,Fiction,Humphrey Bogart | Lauren Bacall | John Ridgely,humphrey bogart | lauren bacall | john ridgely,,
4ce2b6a526340,The Big Trail,the big trail,Raoul Walsh,raoul walsh,1930,USA,Western,Film,Fiction,John Wayne | Marguerite Churchill | El Brendel,john wayne | marguerite churchill | el brendel,,
4ce2b6a530c3e,Billy Liar,billy liar,,,1963,United Kingdom,Comedy,Film,Fiction,Tom Courtenay | Wilfred Pickles | Mona Washbourne,tom courtenay | wilfred pickles | mona washbourne,,
4ce2b6a535bee,The Birds,the birds,Alfred Hitchcock,alfred hitchcock,1963,USA,Horror,Film,Fiction,Rod Taylor | Jessica Tandy | Suzanne Pleshette,rod taylor | jessica tandy | suzanne pleshette,,
4ce2b6a54c395,"Aguirre, Wrath of God","aguirre, wrath of god",Werner Herzog,werner herzog,1972,Federal Republic of Germany,Historical drama,Film,Fiction,Klaus Kinski | Cecilia Rivera | Ruy Guerra,klaus kinski | cecilia rivera | ruy guerra,"Aguirre, Der Zorn Gottes | Aguirre, the Traitor","aguirre, der zorn gottes | aguirre, the traitor"
4ce2b6a5512da,FETICHE-MASCOTTE,fetiche-mascotte,Ladislaw Starewicz,ladislaw starewicz,1933,France,Animation,Film,Fiction,,,FETICHE | AT THE DEVIL'S BALL | The MASCOT,fetiche | at the devil's ball | the mascot
4ce2b6a55273b,Blackmail,blackmail,Alfred Hitchcock,alfred hitchcock,1929,United Kingdom,Police drama,Film,Fiction,Anny Ondra | Sara Allgood | Charles Paton,anny ondra | sara allgood | charles paton,Blackmail (Sound Version),blackmail (sound version)
4ce2b6a5551ac,Black Narcissus,black narcissus,Michael Powell | Emeric Pressburger,michael powell | emeric pressburger,1947,United Kingdom,Drama,Film,Fiction,London Symphony Orchestra | Deborah Kerr | Sabu,london symphony orchestra | deborah kerr | sabu,,
4ce2b6a5660d4,Der blaue Engel,der blaue engel,Josef von Sternberg,josef von sternberg,1930,Germany,Drama,Film,Fiction,Emil Jannings | Marlene Dietrich | Kurt Gerron,emil jannings | marlene dietrich | kurt gerron,The Blue Angel,the blue angel
4ce2b6a57d76e,Blonde Venus,blonde venus,Josef von Sternberg,josef von sternberg,1932,USA,Drama,Film,Fiction,Marlene Dietrich | Herbert Marshall | Cary Grant,marlene dietrich | herbert marshall | cary grant,,
4ce2b6a596c11,Die ABENTEUER DES PRINZEN ACHMED,die abenteuer des prinzen achmed,Lotte Reiniger,lotte reiniger,1926,Germany,Animation | Fairy tale,Film,Fiction,Berthold Bartosch,berthold bartosch,ALADDIN | The ADVENTURES OF PRINCE ACHMED | ACHMED | Die GESCHICHTE DES PRINZEN ACHMED | The ADVENTURES OF PRINCE AHMED | PRINZ ACHMED,aladdin | the adventures of prince achmed | achmed | die geschichte des prinzen achmed | the adventures of prince ahmed | prinz achmed
4ce2b6a59d655,Belle de jour,belle de jour,Luis Buñuel,luis bunuel,1967,France | Italy,Drama,Film,Fiction,Catherine Deneuve | Jean Sorel | Michel Piccoli,catherine deneuve | jean sorel | michel piccoli,Bella di giorno,bella di giorno
4ce2b6a59e27b,La Belle et la Bête,la belle et la bete,Jean Cocteau,jean cocteau,1946,France,Fantasy,Film,Fiction,Jean Marais | Josette Day | Mila Parély,jean marais | josette day | mila parely,Beauty and the Beast,beauty and the beast
4ce2b6a5a62b2,BELLISSIMA,bellissima,Luchino Visconti,luchino visconti,1951,Italy,Drama,Film,Fiction,Anna Magnani | Walter Chiari | Tina Apicella,anna magnani | walter chiari | tina apicella,,
4ce2b6a5a9ac1,The Bells of St. Mary's,the bells of st. mary's,Leo McCarey,leo mccarey,1945,USA,Drama,Film,Fiction,Bing Crosby | Ingrid Bergman | Henry Travers,bing crosby | ingrid bergman | henry travers,,
4ce2b6a5c02d5,AKAHIGE,akahige,Akira Kurosawa,akira kurosawa,1965,Japan,Drama,Film,Fiction,Toshiro Mifune | Yûzô Kayama | Yoshio Tsuchiya,toshiro mifune | yûzo kayama | yoshio tsuchiya,RED BEARD,red beard
4ce2b6a5c0ef0,Tol'able David,tol'able david,Henry King,henry king,1921,USA,Drama,Film,Fiction,Richard Barthelmess | Gladys Hulette | Walter P. Lewis,richard barthelmess | gladys hulette | walter p. lewis,,
4ce2b6a5c118c,La Bête humaine,la bete humaine,Jean Renoir,jean renoir,1938,France,Crime,Film,Fiction,Jean Gabin | Simone Simon | Fernand Ledoux,jean gabin | simone simon | fernand ledoux,Human Desire | Judas Was a Woman | Human Beast,human desire | judas was a woman | human beast
4ce2b6a5ccbd7,AKASEN CHITAI,akasen chitai,Kenji Mizoguchi,kenji mizoguchi,1956,Japan,Drama,Film,Fiction,Machiko Kyo | Ayako Wakao | Michiyo Kogure,machiko kyo | ayako wakao | michiyo kogure,The ROAD OF SHAME | STREET OF SHAME | RED-LIGHT DISTRICT,the road of shame | street of shame | red-light district
4ce2b6a5ceeff,Beyond a Reasonable Doubt,beyond a reasonable doubt,,,1956,USA,Thriller,Film,Fiction,Dana Andrews | Joan Fontaine | Sidney Blackmer,dana andrews | joan fontaine | sidney blackmer,,
4ce2b6a5d17e3,Beyond the Forest,beyond the forest,King Vidor,king vidor,1949,USA,Melodrama,Film,Fiction,Bette Davis | Joseph Cotten | David Brian,bette davis | joseph cotten | david brian,,
4ce2b6a5d34dc,Beyond the Valley of the Dolls,beyond the valley of the dolls,Russ Meyer,russ meyer,1970,USA,Drama,Film,Fiction,Dolly Read | John La Zar | Cynthia Myers,dolly read | john la zar | cynthia myers,,
4ce2b6a5d3dbf,AKIBIYORI,akibiyori,,,1960,Japan,Drama,Film,Fiction,Setsuko Hara | Yôko Tsukasa | Mariko Okada,setsuko hara | yoko tsukasa | mariko okada,The END OF AUTUMN | LATE AUTUMN,the end of autumn | late autumn
4ce2b6a5d823b,Il Bidone,il bidone,Federico Fellini,federico fellini,1955,France | Italy,Drama,Film,Fiction,Broderick Crawford | Giulietta Masina | Richard Basehart,broderick crawford | giulietta masina | richard basehart,The Swindlers | The Swindle,the swindlers | the swindle
4ce2b6a5de39f,The Blue Gardenia,the blue gardenia,Fritz Lang,fritz lang,1953,USA,Drama,Film,Fiction,Anne Baxter | Richard Conte | Ann Sothern,anne baxter | richard conte | ann sothern,,
4ce2b6a5ea48c,Bob & Carol & Ted & Alice,bob & carol & ted & alice,Paul Mazursky,paul mazursky,1969,USA,Comedy,Film,Fiction,Natalie Wood | Robert Culp | Elliott Gould,natalie wood | robert culp | elliott gould,,
4ce2b6a5ec1d2,Bob le flambeur,bob le flambeur,Jean-Pierre Melville,jean-pierre melville,1956,France,Gangster,Film,Fiction,Isabelle Corey | Daniel Cauchy | Roger Duchesne,isabelle corey | daniel cauchy | roger duchesne,Bob the Gambler,bob the gambler
4ce2b6a60d68c,Le Bonheur,le bonheur,Agnès Varda,agnes varda,1965,France,Drama,Film,Fiction,Jean-Claude Drouot | Claire Drouot | Sandrine Drouot,jean-claude drouot | claire drouot | sandrine drouot,Happiness,happiness
4ce2b6a60f47c,Bonjour Tristesse,bonjour tristesse,Otto Preminger,otto preminger,1958,United Kingdom | USA,Drama,Film,Fiction,Deborah Kerr | David Niven | Jean Seberg,deborah kerr | david niven | jean seberg,,
4ce2b6a612077,Bonnie and Clyde,bonnie and clyde,Arthur Penn,arthur penn,1967,USA,Gangster | Biopic,Film,Fiction,Warren Beatty | Faye Dunaway | Michael J. Pollard,warren beatty | faye dunaway | michael j. pollard,,
4ce2b6a635f83,BOUDU SAUVÉ DES EAUX,boudu sauvé des eaux,Jean Renoir,jean renoir,1932,France,Drama,Film,Fiction,Michel Simon | Marcelle Hainia | Sévérine Lerczinska,michel simon | marcelle hainia | severine lerczinska,BOUDU | BOUDU SAVED FROM DROWNING,boudu | boudu saved from drowning
4ce2b6a63a3a5,The Bowery,the bowery,,,1933,USA,Period drama,Film,Fiction,Wallace Beery | George Raft | Jackie Cooper,wallace beery | george raft | jackie cooper,,
4ce2b6a657475,Breakfast at Tiffany's,breakfast at tiffany's,Blake Edwards,blake edwards,1961,USA,Comedy,Film,Fiction,Audrey Hepburn | George Peppard | Patricia Neal,audrey hepburn | george peppard | patricia neal,,
4ce2b6a663407,Bride of Frankenstein,bride of frankenstein,James Whale,james whale,1935,USA,Horror | Science Fiction,Film,Fiction,Boris Karloff | Colin Clive | Valerie Hobson,boris karloff | colin clive | valerie hobson,Return of Frankenstein,return of frankenstein
4ce2b6a6698ca,The Bridge on the River Kwai,the bridge on the river kwai,David Lean,david lean,1958,United Kingdom | USA,War,Film,Fiction,William Holden | Jack Hawkins | Alec Guinness,william holden | jack hawkins | alec guinness,,
4ce2b6a66b375,Brief Encounter,brief encounter,David Lean,david lean,1946,United Kingdom,Romance,Film,Fiction,Celia Johnson | Trevor Howard | Stanley Holloway,celia johnson | trevor howard | stanley holloway,,
4ce2b6a66c507,Brigadoon,brigadoon,Vincente Minnelli,vincente minnelli,1954,USA,Musical | Fantasy,Film,Fiction,Gene Kelly | Van Johnson | Cyd Charisse,gene kelly | van johnson | cyd charisse,,
4ce2b6a673516,Bringing up Baby,bringing up baby,Howard Hawks,howard hawks,1938,USA,Comedy | Romance,Film,Fiction,Katharine Hepburn | Cary Grant | Charles Ruggles,katharine hepburn | cary grant | charles ruggles,,
4ce2b6a6741d3,Bring Me the Head of Alfredo Garcia,bring me the head of alfredo garcia,Sam Peckinpah,sam peckinpah,1974,Mexico | USA,Thriller,Film,Fiction,Warren Oates | Isela Vega | Robert Webber,warren oates | isela vega | robert webber,,
4ce2b6a68bd9d,Battleship Potemkin,battleship potemkin,,,1925,USSR,Historical drama,Film,Fiction,Aleksandr Antonov | Vladimir Barsky | Grigori V. Aleksandrov,aleksandr antonov | vladimir barsky | grigori v. aleksandrov,Bronenosets Potemkin | Броненосец Потемкин | Potemkin | Le Cuirasse Potemkine | Bronenosets Potyomkin,bronenosets potemkin | броненосец потемкин | potemkin | le cuirasse potemkine | bronenosets potyomkin
4ce2b6a69250f,The Browning Version,the browning version,,,1951,United Kingdom,Drama,Film,Fiction,Michael Redgrave | Jean Kent | Nigel Patrick,michael redgrave | jean kent | nigel patrick,,
4ce2b6a6b65d6,"The Good, the Bad and the Ugly","the good, the bad and the ugly",Sergio Leone,sergio leone,1966,Italy,Spaghetti western,Film,Fiction,Clint Eastwood | Lee Van Cleef | Aldo Giuffrè,clint eastwood | lee van cleef | aldo giuffre,"Il Buono, il brutto, il cattivo | The Magnificent Vagabonds | Le Bon, le brute et le truand | El Bueno, el feo y el mal","il buono, il brutto, il cattivo | the magnificent vagabonds | le bon, le brute et le truand | el bueno, el feo y el mal"
4ce2b6a6c6ffb,Butch Cassidy and the Sundance Kid,butch cassidy and the sundance kid,George Roy Hill,george roy hill,1969,USA,Biopic | Western,Film,Fiction,Paul Newman | Robert Redford | Katharine Ross,paul newman | robert redford | katharine ross,,
4ce2b6a6cee75,ALICE IN DEN STÄDTEN,alice in den städten,,,1974,Federal Republic of Germany,Road movie,Film,Fiction,Rüdiger Vogler | Yella Rottländer | Lisa Kreuzer,rudiger vogler | yella rottlander | lisa kreuzer,ALICE IN THE CITIES,alice in the cities
4ce2b6a6d26d5,Cabaret,cabaret,Bob Fosse,bob fosse,1972,USA,Musical | Period drama,Film,Fiction,Liza Minnelli | Michael York | Helmut Griem,liza minnelli | michael york | helmut griem,,
4ce2b6a6d6218,Une AUSSI LONGUE ABSENCE,une aussi longue absence,,,1961,France | Italy,Drama,Film,Fiction,Alida Valli | Georges Wilson | Jacques Harden,alida valli | georges wilson | jacques harden,L' INVERNO TI FARA TORNARE | LONG ABSENCE,l' inverno ti fara tornare | long absence
4ce2b6a6e45a7,L' avventura,l' avventura,Michelangelo Antonioni,michelangelo antonioni,1960,France | Italy,Drama,Film,Fiction,Gabriele Ferzetti | Monica Vitti | Lea Massari,gabriele ferzetti | monica vitti | lea massari,The Adventure,the adventure
4ce2b6a70ad29,The Cameraman,the cameraman,,,1928,USA,Comedy | Romance,Film,Fiction,Buster Keaton | Marceline Day | Harry Gribbon,buster keaton | marceline day | harry gribbon,,
4ce2b6a70cd80,CAMPANADAS A MEDIANOCHE,campanadas a medianoche,Orson Welles,orson welles,1966,Switzerland | Spain,Period drama,Film,Fiction,Ralph Richardson | Ralph Holinshed | Orson Welles,ralph richardson | ralph holinshed | orson welles,FALSTAFF | FALSTAFF (CHIMES AT MIDNIGHT) | CHIMES AT MIDNIGHT | CHRONICLES,falstaff | falstaff (chimes at midnight) | chimes at midnight | chronicles
4ce2b6a712b88,A Canterbury Tale,a canterbury tale,Michael Powell | Emeric Pressburger,michael powell | emeric pressburger,1944,United Kingdom,War,Film,Fiction,Eric Portman | Sheila Sim | Dennis Price,eric portman | sheila sim | dennis price,Canterbury Tales,canterbury tales
4ce2b6a714943,Canyon Passage,canyon passage,,,1946,USA,Western,Film,Fiction,Dana Andrews | Brian Donlevy | Susan Hayward,dana andrews | brian donlevy | susan hayward,,
4ce2b6a7241be,Les CARABINIERS,les carabiniers,Jean-Luc Godard,jean-luc godard,1963,France | Italy,Drama,Film,Fiction,Marino Masè | Albert Juross | Geneviève Galéa,marino mase | albert juross | genevieve galea,The SOLDIERS,the soldiers
4ce2b6a729105,The Caretaker,the caretaker,,,1963,United Kingdom,Drama,Film,Fiction,Alan Bates | Donald Pleasence | Robert Shaw,alan bates | donald pleasence | robert shaw,The Guest,the guest
4ce2b6a732488,La CARROZZA D'ORO,la carrozza d'oro,,,1952,France | Italy,Period drama,Film,Fiction,Orchestra Sinfonica di Roma | Anna Magnani | Odoardo Spadaro,orchestra sinfonica di roma | anna magnani | odoardo spadaro,Le CARROSSE D'OR | The GOLDEN COACH,le carrosse d'or | the golden coach
4ce2b6a7416aa,CASQUE D'OR,casque d'or,Jacques Becker,jacques becker,1952,France,Crime | Historical drama,Film,Fiction,Simone Signoret | Serge Reggiani | Claude Dauphin,simone signoret | serge reggiani | claude dauphin,GOLDEN MARIE | MARIE | GOLDEN HELMET,golden marie | marie | golden helmet
4ce2b6a74931b,Cat People,cat people,Jacques Tourneur,jacques tourneur,1943,USA,Horror,Film,Fiction,Simone Simon | Kent Smith | Tom Conway,simone simon | kent smith | tom conway,La Feline,la feline
4ce2b6a74fb36,CELA S'APPELLE L'AURORE,cela s'appelle l'aurore,Luis Buñuel,luis bunuel,1956,France | Italy,Drama,Film,Fiction,Georges Marchal | Lucia Bosè | Gianni Esposito,georges marchal | lucia bose | gianni esposito,Gli AMANTI DI DOMANI | ESO SE LLAMA LA AURORA,gli amanti di domani | eso se llama la aurora
4ce2b6a754af6,Once upon a Time in the West,once upon a time in the west,Sergio Leone,sergio leone,1968,Italy | USA,Western,Film,Fiction,Claudia Cardinale | Henry Fonda | Jason Robards,claudia cardinale | henry fonda | jason robards,C'era una volta il west,c'era una volta il west
4ce2b6a754dd8,Le Cercle rouge,le cercle rouge,Jean-Pierre Melville,jean-pierre melville,1970,France | Italy,Crime,Film,Fiction,Alain Delon | Bourvil | Gian Maria Volonté,alain delon | bourvil | gian maria volonte,The Red Circle,the red circle
4ce2b6a7588c7,CESTA DUGA GODINU DANA,cesta duga godinu dana,Giuseppe De Santis,giuseppe de santis,1958,Yugoslavia,,Film,Fiction,Silvana Pampanini | Eleonora Rossi Drago | Bert Sotlar,silvana pampanini | eleonora rossi drago | bert sotlar,La ROUTE D'UNE ANNEE | The ROAD A YEAR LONG | Una STRADA LUNGA UN ANNO | The ONE YEAR LONG ROAD,la route d'une annee | the road a year long | una strada lunga un anno | the one year long road
4ce2b6a7632ec,The Chapman Report,the chapman report,,,1962,USA,Drama,Film,Fiction,Shelley Winters | Jane Fonda | Claire Bloom,shelley winters | jane fonda | claire bloom,,
4ce2b6a765ec1,Charley Varrick,charley varrick,Don Siegel,don siegel,1973,USA,Crime | Thriller,Film,Fiction,Walter Matthau | Joe Don Baker | Felicia Farr,walter matthau | joe don baker | felicia farr,,
4ce2b6a76bf31,Le Charme discret de la bourgeoisie,le charme discret de la bourgeoisie,Luis Buñuel,luis bunuel,1972,Spain | France | Italy,Comedy,Film,Fiction,Fernando Rey | Paul Frankeur | Delphine Seyrig,fernando rey | paul frankeur | delphine seyrig,The Discreet Charm of the Bourgeoisie | Il fascino discreto della borghesia,the discreet charm of the bourgeoisie | il fascino discreto della borghesia
4ce2b6a76d983,CHARULATA,charulata,Satyajit Ray,satyajit ray,1964,India,,Film,Fiction,Soumitra Chatterjee | Madhabi Mukherjee | Sailen Mukherjee,soumitra chatterjee | madhabi mukherjee | sailen mukherjee,BROKEN NEST | The LONELY WIFE | The LONELY WOMAN,broken nest | the lonely wife | the lonely woman
4ce2b6a776274,The Chelsea Girls,the chelsea girls,Andy Warhol,andy warhol,1966,USA,Documentary,Film,Non Fiction,Ondine | Ingrid Superstar | Eric Emerson,ondine | ingrid superstar | eric emerson,,
4ce2b6a77fbf5,Cheyenne Autumn,cheyenne autumn,,,1964,USA,Western,Film,Fiction,Richard Widmark | Carroll Baker | Karl Malden,richard widmark | carroll baker | karl malden,,
4ce2b6a785eda,The Crucified Lovers,the crucified lovers,Kenji Mizoguchi,kenji mizoguchi,1954,Japan,Romance | Drama,Film,Fiction,Kazuo Hasegawa | Kyôko Kagawa | Yoko Minamida,kazuo hasegawa | kyoko kagawa | yoko minamida,Chikamatsu Monogatari | A Story from Chikamatsu,chikamatsu monogatari | a story from chikamatsu
4ce2b6a78a11b,All about Eve,all about eve,Joseph L. Mankiewicz,joseph l. mankiewicz,1950,USA,,Film,Fiction,Bette Davis | Anne Baxter | George Sanders,bette davis | anne baxter | george sanders,,
4ce2b6a78d5ab,Chinatown,chinatown,Roman Polanski,roman polanski,1974,USA,Film noir,Film,Fiction,Jack Nicholson | Faye Dunaway | John Hillerman,jack nicholson | faye dunaway | john hillerman,,
4ce2b6a791d34,Les Choses de la vie,les choses de la vie,,,1970,France | Italy,Drama,Film,Fiction,Michel Piccoli | Romy Schneider | Gérard Lartigau,michel piccoli | romy schneider | gerard lartigau,The Things of Life,the things of life
